Transcript	DataBase.x	ProteinCode.x	ProteinName.x	DataBase.y	ProteinCode.y	ProteinName.y
TRINITY_DN19740_c0_g1_i1	sp	Q8IY84	NIM1_HUMAN	NA	NA	NA
TRINITY_DN19741_c2_g1_i2	sp	Q8WTR7	ZN473_HUMAN	NA	NA	NA
TRINITY_DN19747_c0_g2_i3	sp	Q8WXB1	MT21A_HUMAN	NA	NA	NA
TRINITY_DN19748_c0_g1_i1	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN19748_c0_g3_i1	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN19749_c0_g1_i1	sp	Q9NYT6	ZN226_HUMAN	NA	NA	NA
TRINITY_DN19752_c0_g1_i1	sp	Q95ZJ1	GALT5_CAEEL	NA	NA	NA
TRINITY_DN19752_c0_g1_i2	sp	Q95ZJ1	GALT5_CAEEL	NA	NA	NA
TRINITY_DN1976_c0_g1_i16	sp	P13395	SPTCA_DROME	NA	NA	NA
TRINITY_DN1976_c0_g1_i17	sp	Q13813	SPTN1_HUMAN	NA	NA	NA
TRINITY_DN1976_c0_g1_i18	sp	P13395	SPTCA_DROME	NA	NA	NA
TRINITY_DN1976_c0_g1_i34	sp	P13395	SPTCA_DROME	NA	NA	NA
TRINITY_DN1976_c0_g1_i37	sp	P13395	SPTCA_DROME	NA	NA	NA
TRINITY_DN1976_c0_g1_i7	sp	P07751	SPTN1_CHICK	NA	NA	NA
TRINITY_DN19763_c0_g1_i3	sp	Q6PD29	ZN513_MOUSE	NA	NA	NA
TRINITY_DN19763_c0_g1_i4	sp	P07247	KRUP_DROME	NA	NA	NA
TRINITY_DN19768_c0_g1_i19	sp	Q96II8	LRCH3_HUMAN	NA	NA	NA
TRINITY_DN19768_c0_g1_i22	sp	Q96II8	LRCH3_HUMAN	NA	NA	NA
TRINITY_DN19768_c0_g1_i27	sp	P62046	LRCH1_MOUSE	NA	NA	NA
TRINITY_DN19768_c0_g1_i32	sp	P62046	LRCH1_MOUSE	NA	NA	NA
TRINITY_DN19768_c0_g1_i40	sp	P62046	LRCH1_MOUSE	NA	NA	NA
TRINITY_DN19768_c0_g1_i5	sp	Q96II8	LRCH3_HUMAN	NA	NA	NA
TRINITY_DN19768_c0_g1_i8	sp	P62046	LRCH1_MOUSE	NA	NA	NA
TRINITY_DN1977_c0_g1_i1	sp	Q9NVP1	DDX18_HUMAN	NA	NA	NA
TRINITY_DN19770_c1_g1_i1	sp	A6NP11	ZN716_HUMAN	NA	NA	NA
TRINITY_DN19782_c0_g1_i1	sp	Q502G2	T41AA_DANRE	NA	NA	NA
TRINITY_DN19785_c0_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c0_g1_i3	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c0_g2_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c1_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c1_g2_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c1_g2_i2	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19785_c2_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19789_c0_g1_i4	sp	Q99542	MMP19_HUMAN	NA	NA	NA
TRINITY_DN19789_c0_g1_i5	sp	Q99542	MMP19_HUMAN	NA	NA	NA
TRINITY_DN19789_c0_g2_i1	sp	Q99542	MMP19_HUMAN	NA	NA	NA
TRINITY_DN19789_c0_g2_i2	sp	Q02853	MMP11_MOUSE	NA	NA	NA
TRINITY_DN1979_c1_g1_i12	sp	Q9Y587	AP4S1_HUMAN	NA	NA	NA
TRINITY_DN1979_c2_g2_i1	sp	O35345	IMA7_MOUSE	NA	NA	NA
TRINITY_DN1979_c2_g2_i2	sp	O35345	IMA7_MOUSE	NA	NA	NA
TRINITY_DN19791_c0_g1_i6	sp	P03934	TC1A_CAEEL	NA	NA	NA
TRINITY_DN19791_c0_g3_i2	sp	P35072	TCB1_CAEBR	NA	NA	NA
TRINITY_DN19796_c0_g1_i1	sp	Q5E9K0	PSB2_BOVIN	NA	NA	NA
TRINITY_DN19799_c0_g1_i1	sp	Q9HC78	ZBT20_HUMAN	NA	NA	NA
TRINITY_DN198_c0_g1_i2	sp	O19010	CRIS3_HORSE	NA	NA	NA
TRINITY_DN19809_c0_g3_i1	sp	Q9VAB8	ZIPIC_DROME	NA	NA	NA
TRINITY_DN1981_c6_g3_i1	sp	Q02280	KCNAE_DROME	NA	NA	NA
TRINITY_DN1981_c6_g3_i2	sp	Q02280	KCNAE_DROME	NA	NA	NA
TRINITY_DN1981_c6_g3_i3	sp	O95259	KCNH1_HUMAN	NA	NA	NA
TRINITY_DN19815_c1_g1_i1	sp	Q6XDT4	IKZF_OIKDI	NA	NA	NA
TRINITY_DN19817_c0_g1_i2	sp	O04714	GCR1_ARATH	NA	NA	NA
TRINITY_DN19817_c0_g1_i3	sp	O04714	GCR1_ARATH	NA	NA	NA
TRINITY_DN19817_c0_g1_i6	sp	O04714	GCR1_ARATH	NA	NA	NA
TRINITY_DN19817_c0_g1_i7	sp	O04714	GCR1_ARATH	NA	NA	NA
TRINITY_DN1982_c2_g1_i1	sp	P25980	UBF1B_XENLA	NA	NA	NA
TRINITY_DN1982_c2_g1_i2	sp	P25977	UBF1_RAT	NA	NA	NA
TRINITY_DN1982_c3_g1_i1	sp	P62744	AP2S1_RAT	NA	NA	NA
TRINITY_DN19821_c0_g1_i1	sp	P10669	FST_PIG	NA	NA	NA
TRINITY_DN19825_c0_g1_i12	sp	Q9Y5F0	PCDBD_HUMAN	NA	NA	NA
TRINITY_DN19825_c0_g1_i14	sp	Q91Y11	PCDA9_MOUSE	NA	NA	NA
TRINITY_DN19825_c0_g1_i16	sp	Q9HC56	PCDH9_HUMAN	NA	NA	NA
TRINITY_DN19825_c0_g1_i21	sp	P33450	FAT_DROME	NA	NA	NA
TRINITY_DN19825_c0_g1_i23	sp	P33450	FAT_DROME	NA	NA	NA
TRINITY_DN19826_c1_g1_i1	sp	Q5I146	PTPH2_MDBVW	NA	NA	NA
TRINITY_DN19829_c9_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN1983_c0_g1_i16	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i21	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i38	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i45	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i48	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i6	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN1983_c0_g1_i9	sp	Q9BYW2	SETD2_HUMAN	NA	NA	NA
TRINITY_DN19837_c0_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN19839_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN19839_c0_g1_i3	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN19839_c0_g1_i4	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN19839_c0_g1_i5	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN19839_c1_g1_i1	sp	Q6XDT4	IKZF_OIKDI	NA	NA	NA
TRINITY_DN1984_c0_g1_i2	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN1984_c0_g1_i3	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN1984_c1_g1_i4	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN19843_c1_g1_i2	sp	Q05192	FTF1B_DROME	NA	NA	NA
TRINITY_DN19844_c0_g1_i1	sp	P17987	TCPA_HUMAN	NA	NA	NA
TRINITY_DN19846_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN1985_c0_g1_i1	sp	P18714	ZG20_XENLA	NA	NA	NA
TRINITY_DN1985_c0_g1_i8	sp	Q96LW9	ZSC31_HUMAN	NA	NA	NA
TRINITY_DN19850_c1_g1_i1	sp	Q61967	ZFP90_MOUSE	NA	NA	NA
TRINITY_DN19850_c5_g1_i1	sp	Q6ZNA1	ZN836_HUMAN	NA	NA	NA
TRINITY_DN19855_c0_g1_i1	sp	Q5RGJ8	GNPTA_DANRE	NA	NA	NA
TRINITY_DN19856_c0_g2_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN19864_c0_g1_i1	sp	Q8BHJ5	TBL1R_MOUSE	NA	NA	NA
TRINITY_DN19865_c0_g1_i2	sp	P17644	ACH2_DROME	NA	NA	NA
TRINITY_DN19870_c0_g1_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN19873_c0_g1_i1	sp	Q62136	PTN21_MOUSE	NA	NA	NA
TRINITY_DN19876_c0_g1_i1	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g2_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN19876_c0_g2_i10	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN19876_c0_g2_i11	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN19876_c0_g2_i12	sp	A0A1W2PQL4	ZN722_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g2_i4	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g2_i6	sp	Q96K75	ZN514_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g2_i9	sp	Q9NPC7	MYNN_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g3_i1	sp	Q7L3S4	ZN771_HUMAN	NA	NA	NA
TRINITY_DN19876_c0_g3_i2	sp	Q8N9F8	ZN454_HUMAN	NA	NA	NA
TRINITY_DN19878_c0_g1_i2	sp	A8WG43	CCD89_DANRE	NA	NA	NA
TRINITY_DN19879_c5_g1_i1	sp	Q9W6X3	CH10_ORYLA	NA	NA	NA
TRINITY_DN19879_c7_g1_i2	sp	Q9JI12	VGLU2_RAT	NA	NA	NA
TRINITY_DN19884_c0_g1_i2	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN19884_c0_g1_i4	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN19884_c0_g1_i5	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN19884_c0_g1_i6	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN19884_c0_g1_i9	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN19884_c2_g1_i1	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN19886_c0_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN1989_c1_g1_i1	sp	P69310	UBIQ_AVESA	NA	NA	NA
TRINITY_DN19890_c0_g2_i1	sp	Q8TAQ5	ZN420_HUMAN	NA	NA	NA
TRINITY_DN19890_c1_g1_i1	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN19890_c1_g1_i2	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN19890_c3_g1_i1	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN19890_c4_g1_i1	sp	Q02386	ZNF45_HUMAN	NA	NA	NA
TRINITY_DN19892_c0_g1_i1	sp	P51522	ZNF83_HUMAN	NA	NA	NA
TRINITY_DN19893_c0_g1_i1	sp	Q3B725	ZBT24_RAT	NA	NA	NA
TRINITY_DN19894_c0_g1_i3	sp	Q9VX10	SRX_DROME	NA	NA	NA
TRINITY_DN19894_c0_g1_i4	sp	Q9VX10	SRX_DROME	NA	NA	NA
TRINITY_DN19894_c0_g3_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN19895_c1_g1_i1	sp	Q5RD78	HECD2_PONAB	NA	NA	NA
TRINITY_DN19895_c1_g1_i2	sp	Q5U5R9	HECD2_HUMAN	NA	NA	NA
TRINITY_DN19895_c1_g1_i3	sp	Q5RD78	HECD2_PONAB	NA	NA	NA
TRINITY_DN199_c0_g1_i2	sp	A0JMW6	T214A_XENLA	NA	NA	NA
TRINITY_DN199_c0_g1_i3	sp	A0JMW6	T214A_XENLA	NA	NA	NA
TRINITY_DN199_c0_g1_i4	sp	A0JMW6	T214A_XENLA	NA	NA	NA
TRINITY_DN199_c0_g1_i5	sp	A1L2I9	T214B_XENLA	NA	NA	NA
TRINITY_DN19906_c0_g1_i10	sp	Q8I7P9	POL5_DROME	sp	Q8I7P9	POL5_DROME
TRINITY_DN19906_c0_g1_i6	sp	Q8I7P9	POL5_DROME	sp	Q8I7P9	POL5_DROME
TRINITY_DN19906_c2_g1_i1	sp	P11368	POL_IPMA	NA	NA	NA
TRINITY_DN19907_c0_g1_i3	sp	Q7Z340	ZN551_HUMAN	NA	NA	NA
TRINITY_DN19909_c0_g1_i1	sp	Q5XIS2	CPTP_RAT	NA	NA	NA
TRINITY_DN19915_c0_g1_i1	sp	Q5ZL26	KPRB_CHICK	NA	NA	NA
TRINITY_DN19915_c0_g1_i2	sp	Q5ZL26	KPRB_CHICK	NA	NA	NA
TRINITY_DN19918_c0_g1_i1	sp	P04146	COPIA_DROME	NA	NA	NA
TRINITY_DN1992_c0_g1_i16	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN1992_c0_g1_i6	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN1992_c1_g1_i4	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN1992_c1_g1_i9	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN1992_c1_g2_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN1992_c2_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN19925_c0_g1_i2	sp	Q5PQR4	RSRC2_RAT	NA	NA	NA
TRINITY_DN19925_c0_g1_i3	sp	Q5PQR4	RSRC2_RAT	NA	NA	NA
TRINITY_DN19925_c0_g1_i5	sp	Q5PQR4	RSRC2_RAT	NA	NA	NA
TRINITY_DN19936_c0_g1_i1	sp	Q15776	ZKSC8_HUMAN	NA	NA	NA
TRINITY_DN19937_c0_g1_i4	sp	P70031	CCKAR_XENLA	NA	NA	NA
TRINITY_DN19949_c0_g1_i1	sp	Q9CY16	RT28_MOUSE	NA	NA	NA
TRINITY_DN1995_c0_g1_i1	sp	Q6DRF9	WDR55_DANRE	NA	NA	NA
TRINITY_DN1995_c1_g1_i3	sp	E1BYJ2	MSH6_CHICK	NA	NA	NA
TRINITY_DN1995_c1_g1_i4	sp	E1BYJ2	MSH6_CHICK	NA	NA	NA
TRINITY_DN19954_c0_g1_i1	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN19954_c0_g1_i2	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN19954_c0_g2_i1	sp	P07247	KRUP_DROME	NA	NA	NA
TRINITY_DN19957_c0_g1_i2	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN19957_c0_g1_i3	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN19957_c0_g1_i7	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN19958_c0_g1_i1	sp	Q6ICB0	DESI1_HUMAN	NA	NA	NA
TRINITY_DN1996_c0_g1_i10	sp	Q96MU7	YTDC1_HUMAN	NA	NA	NA
TRINITY_DN1996_c0_g1_i11	sp	Q96MU7	YTDC1_HUMAN	NA	NA	NA
TRINITY_DN1996_c0_g1_i3	sp	Q96MU7	YTDC1_HUMAN	NA	NA	NA
TRINITY_DN1996_c0_g1_i9	sp	Q96MU7	YTDC1_HUMAN	NA	NA	NA
TRINITY_DN1997_c1_g1_i1	sp	Q02293	FNTB_RAT	NA	NA	NA
TRINITY_DN1997_c2_g1_i2	sp	Q566U4	KFA_DANRE	NA	NA	NA
TRINITY_DN19976_c0_g1_i1	sp	Q96N20	ZN75A_HUMAN	NA	NA	NA
TRINITY_DN19976_c0_g1_i3	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN19977_c0_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN19977_c0_g1_i2	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN19980_c0_g1_i1	sp	Q04073	P3A2_STRPU	NA	NA	NA
TRINITY_DN19980_c0_g1_i4	sp	Q04073	P3A2_STRPU	NA	NA	NA
TRINITY_DN19980_c0_g1_i5	sp	Q04073	P3A2_STRPU	NA	NA	NA
TRINITY_DN19981_c0_g1_i1	sp	Q9QZD4	XPF_MOUSE	NA	NA	NA
TRINITY_DN19981_c0_g1_i2	sp	Q9QZD4	XPF_MOUSE	NA	NA	NA
TRINITY_DN19983_c0_g1_i1	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN19983_c0_g1_i2	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN19983_c0_g1_i4	sp	Q09575	YRD6_CAEEL	sp	Q09575	YRD6_CAEEL
TRINITY_DN19983_c0_g1_i5	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN19983_c0_g1_i6	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN19983_c0_g1_i7	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN1999_c0_g1_i13	sp	B8ENL8	G6PI_METSB	NA	NA	NA
TRINITY_DN1999_c3_g1_i1	sp	P84104	SRSF3_MOUSE	NA	NA	NA
TRINITY_DN19990_c0_g1_i2	sp	P20825	POL2_DROME	sp	P20825	POL2_DROME
TRINITY_DN19990_c0_g2_i1	sp	Q7LHG5	YI31B_YEAST	NA	NA	NA
TRINITY_DN19990_c0_g2_i2	sp	Q7LHG5	YI31B_YEAST	NA	NA	NA
TRINITY_DN19990_c0_g2_i3	sp	P20825	POL2_DROME	NA	NA	NA
TRINITY_DN19990_c0_g2_i4	sp	P20825	POL2_DROME	NA	NA	NA
TRINITY_DN19995_c0_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN19995_c0_g2_i1	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN19996_c0_g1_i2	sp	Q86X02	CDR2L_HUMAN	NA	NA	NA
TRINITY_DN19996_c0_g1_i5	sp	Q6NZT2	CDR2L_DANRE	NA	NA	NA
TRINITY_DN19996_c0_g1_i6	sp	Q86X02	CDR2L_HUMAN	NA	NA	NA
TRINITY_DN19996_c1_g1_i1	sp	Q8JZN5	ACAD9_MOUSE	NA	NA	NA
TRINITY_DN19996_c2_g1_i1	sp	Q02543	RL18A_HUMAN	NA	NA	NA
TRINITY_DN19996_c2_g1_i2	sp	Q8WQI7	RL18A_SPOFR	NA	NA	NA
TRINITY_DN2_c1_g1_i11	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i25	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i3	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i42	sp	Q9NR80	ARHG4_HUMAN	NA	NA	NA
TRINITY_DN2_c1_g1_i44	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i46	sp	Q9NR80	ARHG4_HUMAN	NA	NA	NA
TRINITY_DN2_c1_g1_i47	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i54	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c1_g1_i7	sp	Q5DU57	SPT13_MOUSE	NA	NA	NA
TRINITY_DN2_c2_g1_i2	sp	P50464	UNC97_CAEEL	NA	NA	NA
TRINITY_DN2_c2_g1_i4	sp	P48059	LIMS1_HUMAN	NA	NA	NA
TRINITY_DN2_c2_g1_i5	sp	P50464	UNC97_CAEEL	NA	NA	NA
TRINITY_DN2_c8_g1_i2	sp	Q6Q899	RIGI_MOUSE	NA	NA	NA
TRINITY_DN2_c8_g1_i4	sp	Q8R5F7	IFIH1_MOUSE	NA	NA	NA
TRINITY_DN2000_c0_g1_i17	sp	Q9R0T8	IKKE_MOUSE	NA	NA	NA
TRINITY_DN2000_c0_g1_i23	sp	Q9R0T8	IKKE_MOUSE	NA	NA	NA
TRINITY_DN2000_c0_g1_i3	sp	Q9R0T8	IKKE_MOUSE	NA	NA	NA
TRINITY_DN20004_c1_g1_i2	sp	Q9NYT6	ZN226_HUMAN	NA	NA	NA
TRINITY_DN20004_c1_g2_i1	sp	Q86XU0	ZN677_HUMAN	NA	NA	NA
TRINITY_DN20004_c1_g2_i2	sp	Q86XU0	ZN677_HUMAN	NA	NA	NA
TRINITY_DN20004_c5_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN20010_c0_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN20012_c0_g1_i1	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20012_c0_g1_i2	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20012_c0_g1_i5	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20012_c0_g1_i6	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20012_c0_g1_i8	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20012_c0_g1_i9	sp	D2GXS7	TRIM2_AILME	NA	NA	NA
TRINITY_DN20014_c1_g1_i1	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i11	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i13	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i3	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i5	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i7	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN20026_c0_g1_i8	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN20033_c0_g1_i1	sp	Q9NR30	DDX21_HUMAN	NA	NA	NA
TRINITY_DN20033_c0_g1_i2	sp	Q9NR30	DDX21_HUMAN	NA	NA	NA
TRINITY_DN20033_c0_g1_i3	sp	Q9NR30	DDX21_HUMAN	NA	NA	NA
TRINITY_DN20033_c0_g2_i1	sp	O35594	IFT81_MOUSE	NA	NA	NA
TRINITY_DN20033_c0_g2_i3	sp	P83829	IFT81_RAT	NA	NA	NA
TRINITY_DN20035_c0_g1_i1	sp	O08807	PRDX4_MOUSE	NA	NA	NA
TRINITY_DN20041_c0_g1_i1	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN20041_c0_g1_i2	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN20045_c0_g1_i1	sp	A6NP11	ZN716_HUMAN	NA	NA	NA
TRINITY_DN20046_c1_g1_i1	sp	A4Z945	F200C_BOVIN	NA	NA	NA
TRINITY_DN20046_c1_g3_i1	sp	Q8IZ13	F200C_HUMAN	NA	NA	NA
TRINITY_DN20050_c0_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN20052_c0_g1_i1	sp	Q08705	CTCF_CHICK	NA	NA	NA
TRINITY_DN20054_c0_g1_i1	sp	O00418	EF2K_HUMAN	NA	NA	NA
TRINITY_DN20054_c0_g1_i5	sp	O00418	EF2K_HUMAN	NA	NA	NA
TRINITY_DN20059_c0_g1_i1	sp	Q9D287	SPF27_MOUSE	NA	NA	NA
TRINITY_DN20059_c0_g1_i2	sp	Q5RAX7	SPF27_PONAB	NA	NA	NA
TRINITY_DN2006_c0_g1_i1	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i100	sp	Q4V8C3	EMAL1_RAT	NA	NA	NA
TRINITY_DN2006_c0_g1_i12	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i2	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i22	sp	Q05BC3	EMAL1_MOUSE	NA	NA	NA
TRINITY_DN2006_c0_g1_i25	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i35	sp	Q26613	EMAP_STRPU	NA	NA	NA
TRINITY_DN2006_c0_g1_i37	sp	Q05BC3	EMAL1_MOUSE	NA	NA	NA
TRINITY_DN2006_c0_g1_i39	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i4	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i44	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i49	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i50	sp	Q05BC3	EMAL1_MOUSE	NA	NA	NA
TRINITY_DN2006_c0_g1_i70	sp	O00423	EMAL1_HUMAN	NA	NA	NA
TRINITY_DN2006_c0_g1_i73	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i76	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i84	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i85	sp	O00423	EMAL1_HUMAN	NA	NA	NA
TRINITY_DN2006_c0_g1_i92	sp	Q9Y1C1	EMAP_LYTVA	NA	NA	NA
TRINITY_DN2006_c0_g1_i95	sp	Q4V8C3	EMAL1_RAT	NA	NA	NA
TRINITY_DN20073_c0_g1_i10	sp	Q8IRC7	AWH_DROME	NA	NA	NA
TRINITY_DN20073_c0_g1_i3	sp	Q8IRC7	AWH_DROME	NA	NA	NA
TRINITY_DN20073_c0_g1_i4	sp	Q8IRC7	AWH_DROME	NA	NA	NA
TRINITY_DN20073_c0_g1_i8	sp	Q8IRC7	AWH_DROME	NA	NA	NA
TRINITY_DN20074_c0_g1_i1	sp	O15484	CAN5_HUMAN	NA	NA	NA
TRINITY_DN20074_c0_g1_i2	sp	O15484	CAN5_HUMAN	NA	NA	NA
TRINITY_DN20078_c0_g1_i6	sp	Q17LW0	MYO7A_AEDAE	NA	NA	NA
TRINITY_DN20079_c6_g1_i1	sp	Q99LH1	NOG2_MOUSE	NA	NA	NA
TRINITY_DN2008_c0_g1_i17	sp	Q6ZSM3	MOT12_HUMAN	NA	NA	NA
TRINITY_DN2008_c0_g1_i18	sp	Q8K1C7	MOT14_MOUSE	NA	NA	NA
TRINITY_DN2008_c0_g1_i19	sp	Q8K1C7	MOT14_MOUSE	NA	NA	NA
TRINITY_DN2008_c0_g1_i30	sp	Q7RTY1	MOT9_HUMAN	NA	NA	NA
